SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
ITA040015,Scala dei Turchi,2230,,Dune con prati dei Malcolmietalia,0.83,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA040015,Scala dei Turchi,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,3.4,C - significant,B (15% >= p > 2%),C - Average or reduced,C - Significant
ITA040015,Scala dei Turchi,5210,,Matorral arborescenti di Juniperus spp.,0.69,C - significant,B (15% >= p > 2%),B - Good,B - Good
ITA040015,Scala dei Turchi,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),7.59,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA040015,Scala dei Turchi,2110,,Dune embrionali mobili,0.12,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA040015,Scala dei Turchi,1170,,Scogliere,0.01,D - non significant,,,
ITA040015,Scala dei Turchi,5330,,Arbusteti termo-mediterranei e pre-desertici,0.37,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA040015,Scala dei Turchi,1210,,Vegetazione annua delle linee di deposito marine,0.1,D - non significant,,,
ITA040015,Scala dei Turchi,2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),0.51,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA040016,Fondali di Torre Salsa,1110,,Banchi di sabbia a debole copertura permanente di acqua marina,3000.5,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA040016,Fondali di Torre Salsa,1120,,Praterie di Posidonia (Posidonion oceanicae),1.2,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA050001,Biviere e Macconi di Gela,1130,,Estuari,0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,2250,,Dune costiere con Juniperus spp.,0.88,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),99.28,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050001,Biviere e Macconi di Gela,1510,,Steppe salate mediterranee (Limonietalia),0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,2230,,Dune con prati dei Malcolmietalia,14.34,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,3170,,Stagni temporanei mediterranei,0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,2210,,Dune fisse del litorale (Crucianellion maritimae),43.57,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,34.19,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,3.51,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,38.93,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050001,Biviere e Macconi di Gela,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,75.19,B - good,B (15% >= p > 2%),B - Good,B - Good
ITA050001,Biviere e Macconi di Gela,5330,,Arbusteti termo-mediterranei e pre-desertici,21.7,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),61.67,C - significant,B (15% >= p > 2%),C - Average or reduced,B - Good
ITA050001,Biviere e Macconi di Gela,2110,,Dune embrionali mobili,0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,2.19,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,1410,,Pascoli inondati mediterranei (Juncetalia maritimi),9.31,C - significant,B (15% >= p > 2%),C - Average or reduced,B - Good
ITA050001,Biviere e Macconi di Gela,1150,,Lagune costiere,0.1,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,1210,,Vegetazione annua delle linee di deposito marine,1.0,D - non significant,,,
ITA050001,Biviere e Macconi di Gela,2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),16.58,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050002,Torrente Vaccarizzo (tratto terminale),5330,,Arbusteti termo-mediterranei e pre-desertici,1.31,D - non significant,,,
ITA050002,Torrente Vaccarizzo (tratto terminale),3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,0.43,D - non significant,,,
ITA050002,Torrente Vaccarizzo (tratto terminale),1410,,Pascoli inondati mediterranei (Juncetalia maritimi),0.5,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050002,Torrente Vaccarizzo (tratto terminale),3250,,Fiumi mediterranei a flusso permanente con Glaucium flavum,4.23,D - non significant,,,
ITA050002,Torrente Vaccarizzo (tratto terminale),8210,,Pareti rocciose calcaree con vegetazione casmofitica,0.1,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA050002,Torrente Vaccarizzo (tratto terminale),6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,184.57,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050002,Torrente Vaccarizzo (tratto terminale),3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,12.31,A - excellent,B (15% >= p > 2%),B - Good,B - Good
ITA050002,Torrente Vaccarizzo (tratto terminale),92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),37.21,B - good,B (15% >= p > 2%),B - Good,B - Good
ITA050003,Lago Soprano,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,0.82,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050003,Lago Soprano,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,6.2,D - non significant,,,
ITA050003,Lago Soprano,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050003,Lago Soprano,5330,,Arbusteti termo-mediterranei e pre-desertici,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050003,Lago Soprano,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",1.07,D - non significant,,,
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,15.69,D - non significant,,,
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),209.03,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,91AA,,Boschi orientali di quercia bianca,0.05,D - non significant,,,
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,649.7,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,5330,,Arbusteti termo-mediterranei e pre-desertici,10.46,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,0.1,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),5.49,D - non significant,,,
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,3250,,Fiumi mediterranei a flusso permanente con Glaucium flavum,0.48,D - non significant,,,
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,1410,,Pascoli inondati mediterranei (Juncetalia maritimi),69.0,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,81.34,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA050004,Monte Capodarso e Valle del Fiume Imera Meridionale,8210,,Pareti rocciose calcaree con vegetazione casmofitica,18.98,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050005,Lago Sfondato,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.35,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
ITA050005,Lago Sfondato,5330,,Arbusteti termo-mediterranei e pre-desertici,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050005,Lago Sfondato,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,28.68,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050005,Lago Sfondato,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.1,D - non significant,,,
ITA050005,Lago Sfondato,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),1.02,D - non significant,,,
ITA050005,Lago Sfondato,8210,,Pareti rocciose calcaree con vegetazione casmofitica,0.29,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050006,Monte Conca,1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),0.1,D - non significant,,,
ITA050006,Monte Conca,8310,,Grotte non ancora sfruttate a livello turistico,,D - non significant,,,
ITA050006,Monte Conca,5330,,Arbusteti termo-mediterranei e pre-desertici,62.24,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050006,Monte Conca,1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,0.1,D - non significant,,,
ITA050006,Monte Conca,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,437.01,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050006,Monte Conca,8210,,Pareti rocciose calcaree con vegetazione casmofitica,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050006,Monte Conca,92A0,,Foreste a galleria di Salix alba e Populus alba,0.28,D - non significant,,,
ITA050006,Monte Conca,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),2.44,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050006,Monte Conca,9320,,Foreste di Olea e Ceratonia,7.88,D - non significant,,,
ITA050006,Monte Conca,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,19.66,D - non significant,,,
ITA050007,Sughereta di Niscemi,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),0.1,D - non significant,,,
ITA050007,Sughereta di Niscemi,5330,,Arbusteti termo-mediterranei e pre-desertici,230.03,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050007,Sughereta di Niscemi,2230,,Dune con prati dei Malcolmietalia,1.0,D - non significant,,,
ITA050007,Sughereta di Niscemi,9330,,Foreste di Quercus suber,229.16,A - excellent,C (2% >= p > 0%),B - Good,B - Good
ITA050007,Sughereta di Niscemi,3170,,Stagni temporanei mediterranei,0.1,D - non significant,,,
ITA050007,Sughereta di Niscemi,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,193.9,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050008,Rupe di Falconara,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,17.2,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050008,Rupe di Falconara,5330,,Arbusteti termo-mediterranei e pre-desertici,0.5,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050009,Rupe di Marianopoli,8210,,Pareti rocciose calcaree con vegetazione casmofitica,8.2,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050009,Rupe di Marianopoli,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),0.65,D - non significant,,,
ITA050009,Rupe di Marianopoli,3140,,Acque oligomesotrofe calcaree con vegetazione bentica di Chara spp.,0.18,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050009,Rupe di Marianopoli,91AA,,Boschi orientali di quercia bianca,4.16,D - non significant,,,
ITA050009,Rupe di Marianopoli,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,209.7,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050009,Rupe di Marianopoli,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),12.13,B - good,C (2% >= p > 0%),B - Good,B - Good
ITA050009,Rupe di Marianopoli,9340,,Foreste di Quercus ilex e Quercus rotundifolia,29.47,A - excellent,B (15% >= p > 2%),B - Good,B - Good
ITA050009,Rupe di Marianopoli,5330,,Arbusteti termo-mediterranei e pre-desertici,81.32,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,10.46,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,166.09,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,8210,,Pareti rocciose calcaree con vegetazione casmofitica,13.87,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),36.01,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,5330,,Arbusteti termo-mediterranei e pre-desertici,8.12,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,9.31,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050010,Pizzo Muculufa,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),1.96,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050011,Torre Manfria,1310,,Vegetazione annua pioniera a Salicornia e altre specie delle zone fangose e sabbiose,4.1,D - non significant,,,
ITA050011,Torre Manfria,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),32.02,D - non significant,,,
ITA050011,Torre Manfria,1420,,Praterie e fruticeti alofili mediterranei e termo-atlantici (Sarcocornietea fruticosi),2.43,C - significant,B (15% >= p > 2%),C - Average or reduced,B - Good
ITA050011,Torre Manfria,1510,,Steppe salate mediterranee (Limonietalia),0.1,D - non significant,,,
ITA050011,Torre Manfria,2230,,Dune con prati dei Malcolmietalia,1.93,D - non significant,,,
ITA050011,Torre Manfria,2210,,Dune fisse del litorale (Crucianellion maritimae),38.63,D - non significant,,,
ITA050011,Torre Manfria,5330,,Arbusteti termo-mediterranei e pre-desertici,48.18,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
ITA050011,Torre Manfria,3170,,Stagni temporanei mediterranei,0.1,D - non significant,,,
ITA050011,Torre Manfria,1210,,Vegetazione annua delle linee di deposito marine,1.0,D - non significant,,,
ITA050011,Torre Manfria,92D0,,Gallerie e forteti ripari meridionali (Nerio-Tamaricetea e Securinegion tinctoriae),18.18,D - non significant,,,
ITA050011,Torre Manfria,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,96.98,C - significant,C (2% >= p > 0%),B - Good,B - Good
ITA050011,Torre Manfria,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,3.63,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050011,Torre Manfria,2120,,Dune mobili del cordone litorale con presenza di Ammophila arenaria (dune bianche),13.05,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA050011,Torre Manfria,1130,,Estuari,0.1,D - non significant,,,
ITA050011,Torre Manfria,2110,,Dune embrionali mobili,8.28,D - non significant,,,
ITA050011,Torre Manfria,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,3.21,C - significant,B (15% >= p > 2%),B - Good,B - Good
ITA050011,Torre Manfria,2270,,Dune con foreste di Pinus pinea e/o Pinus pinaster,4.43,D - non significant,,,
ITA060001,Lago Ogliastro,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",0.1,A - excellent,B (15% >= p > 2%),B - Good,B - Good
ITA060001,Lago Ogliastro,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.1,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
ITA060001,Lago Ogliastro,1430,,Praterie e fruticeti alonitrofili (Pegano-Salsoletea),0.1,C - significant,C (2% >= p > 0%),B - Good,C - Significant
ITA060001,Lago Ogliastro,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,10.72,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
